PROD_ID,PROD_NAME,UNIT_PRICE,PROD_CATEGORY,PROD_SUB_CATEGORY,PROD_CONTAINER,PROD_BASE_MARGIN
3889,Accessory35,35.99,Technology,Telephones and Communication,Small Box,0.55
3890,Epson Stylus 1520 Color Inkjet Printer,500.97,Technology,Office Machines,Jumbo Drum,0.37
3891,Staples® General Use 3-Ring Binders,1.88,Office Supplies,Binders and Binder Accessories,Small Box,0.37
3892,Fellowes Super Stor/Drawer® Files,161.55,Office Supplies,Storage & Organization,Small Box,0.66
3893,Plymouth Boxed Rubber Bands by Plymouth,4.71,Office Supplies,Rubber Bands,Wrap Bag,0.80
3894,Avery 481,3.08,Office Supplies,Labels,Small Box,0.37
3895,Smead Adjustable Mobile File Trolley with Lockable Top,419.19,Office Supplies,Storage & Organization,Small Box,0.58
3896,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,Furniture,Office Furnishings,Large Box,0.59
3897,Avery 491,4.13,Office Supplies,Labels,Small Box,0.39
3898,Avery White Multi-Purpose Labels,4.98,Office Supplies,Labels,Small Box,0.39
3899,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",5.98,Technology,Computer Peripherals,Small Pack,0.68
3900,Avery 494,2.61,Office Supplies,Labels,Small Box,0.39
3901,Computer Printout Paper with Letter-Trim Perforations,18.97,Office Supplies,Paper,Small Box,0.37
3902,Hewlett-Packard 2600DN Business Color Inkjet Printer,119.99,Technology,Office Machines,Jumbo Box,0.39
3903,"Sauder Forest Hills Library, Woodland Oak Finish",140.98,Furniture,Bookcases,Jumbo Box,0.77
3904,Riverside Furniture Stanwyck Manor Table Series,286.85,Furniture,Tables,Jumbo Box,0.78
3905,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,43.98,Office Supplies,Pens & Art Supplies,Small Pack,0.58
3906,Xerox 1963,5.28,Office Supplies,Paper,Small Box,0.40
3907,Heavy-Duty E-Z-D® Binders,10.91,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3908,Okidata ML390 Turbo Dot Matrix Printers,442.14,Technology,Office Machines,Jumbo Drum,0.56
3909,Avery Durable Poly Binders,5.53,Office Supplies,Binders and Binder Accessories,Small Box,0.39
3910,"DAX Copper Panel Document Frame, 5 x 7 Size",12.58,Furniture,Office Furnishings,Small Box,0.43
3911,Xerox 1962,4.28,Office Supplies,Paper,Small Box,0.40
3912,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.85,Office Supplies,Pens & Art Supplies,Wrap Bag,0.44
3913,Accessory9,35.99,Technology,Telephones and Communication,Small Pack,0.39
3914,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,160.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.62
3915,Staples® General Use 3-Ring Binders,1.88,Office Supplies,Binders and Binder Accessories,Small Box,0.37
3916,SANFORD Liquid Accent™ Tank-Style Highlighters,2.84,Office Supplies,Pens & Art Supplies,Wrap Bag,0.54
3917,Newell 342,3.28,Office Supplies,Pens & Art Supplies,Wrap Bag,0.56
3918,Fiskars® Softgrip Scissors,10.98,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.57
3919,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,13.4,Furniture,Office Furnishings,Small Pack,0.37
3920,"Hot File® 7-Pocket, Floor Stand",178.47,Office Supplies,Storage & Organization,Small Box,0.55
3921,2190,65.99,Technology,Telephones and Communication,Small Box,0.56
3922,Xerox 1940,54.96,Office Supplies,Paper,Small Box,0.36
3923,600 Series Non-Flip,45.99,Technology,Telephones and Communication,Small Box,0.57
3924,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,Furniture,Bookcases,Jumbo Box,0.62
3925,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",3.26,Office Supplies,Pens & Art Supplies,Wrap Bag,0.41
3926,Accessory6,55.99,Technology,Telephones and Communication,Small Pack,0.80
3927,Panasonic KX-P1131 Dot Matrix Printer,264.98,Technology,Office Machines,Jumbo Drum,0.58
3928,Micro Innovations 104 Keyboard,10.97,Technology,Computer Peripherals,Small Box,0.64
3929,Canon PC-428 Personal Copier,199.99,Technology,Copiers and Fax,Large Box,0.46
3930,V 3600 Series,65.99,Technology,Telephones and Communication,Small Box,0.58
3931,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76,Office Supplies,Storage & Organization,Small Box,0.57
3932,T65,195.99,Technology,Telephones and Communication,Small Box,0.56
3933,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.85,Office Supplies,Pens & Art Supplies,Wrap Bag,0.44
3934,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",22.24,Technology,Computer Peripherals,Small Pack,0.43
3935,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",54.74,Furniture,Office Furnishings,Small Box,0.54
3936,Hewlett Packard LaserJet 3310 Copier,599.99,Technology,Copiers and Fax,Large Box,0.37
3937,M3682,125.99,Technology,Telephones and Communication,Small Box,0.57
3938,Bush Mission Pointe Library,150.98,Furniture,Bookcases,Jumbo Box,0.65
3939,Newell 312,5.84,Office Supplies,Pens & Art Supplies,Wrap Bag,0.55
3940,Logitech Access Keyboard,15.98,Technology,Computer Peripherals,Small Box,0.48
3941,"Peel & Seel® Recycled Catalog Envelopes, Brown",11.58,Office Supplies,Envelopes,Small Box,0.35
3942,"80 Minute CD-R Spindle, 100/Pack - Staples",39.48,Technology,Computer Peripherals,Small Pack,0.54
3943,SANFORD Major Accent™ Highlighters,7.08,Office Supplies,Pens & Art Supplies,Wrap Bag,0.47
3944,Bevis Rectangular Conference Tables,145.98,Furniture,Tables,Jumbo Box,0.69
3945,"Global High-Back Leather Tilter, Burgundy",122.99,Furniture,Chairs & Chairmats,Jumbo Drum,0.74
3946,GBC Instant Index™ System for Binding Systems,8.88,Office Supplies,Binders and Binder Accessories,Small Box,0.35
3947,Fellowes PB300 Plastic Comb Binding Machine,387.99,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3948,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9.27,Office Supplies,Paper,Wrap Bag,0.38
3949,Xerox 1936,19.98,Office Supplies,Paper,Small Box,0.38
3950,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2.98,Office Supplies,Pens & Art Supplies,Wrap Bag,0.57
3951,Canon Imageclass D680 Copier / Fax,699.99,Technology,Copiers and Fax,Large Box,0.54
3952,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",35.94,Office Supplies,Envelopes,Small Box,0.40
3953,Canon MP100DHII Printing Calculator,140.99,Technology,Office Machines,Medium Box,0.37
3954,Canon S750 Color Inkjet Printer,120.97,Technology,Office Machines,Jumbo Drum,0.38
3955,"Master Caster Door Stop, Gray",5.08,Furniture,Office Furnishings,Wrap Bag,0.51
3956,Accessory27,35.99,Technology,Telephones and Communication,Small Box,0.85
3957,Hon 4-Shelf Metal Bookcases,100.98,Furniture,Bookcases,Jumbo Box,0.60
3958,"Deflect-o EconoMat Nonstudded, No Bevel Mat",51.65,Furniture,Office Furnishings,Medium Box,0.65
3959,Belkin Premiere Surge Master II 8-outlet surge protector,48.58,Office Supplies,Appliances,Small Box,0.56
3960,StarTAC 8000,205.99,Technology,Telephones and Communication,Small Box,0.60
3961,Airmail Envelopes,83.93,Office Supplies,Envelopes,Small Box,0.38
3962,Newell 323,1.68,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59
3963,SANFORD Major Accent™ Highlighters,7.08,Office Supplies,Pens & Art Supplies,Wrap Bag,0.47
3964,Holmes Odor Grabber,14.42,Office Supplies,Appliances,Medium Box,0.52
3965,Avery Printable Repositionable Plastic Tabs,8.6,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3966,"OIC Colored Binder Clips, Assorted Sizes",3.58,Office Supplies,Rubber Bands,Wrap Bag,0.36
3967,Balt Solid Wood Rectangular Table,105.49,Furniture,Tables,Jumbo Box,0.75
3968,Vinyl Sectional Post Binders,37.7,Office Supplies,Binders and Binder Accessories,Small Box,0.35
3969,Super Decoflex Portable Personal File,14.98,Office Supplies,Storage & Organization,Small Box,0.57
3970,Canon PC940 Copier,449.99,Technology,Copiers and Fax,Jumbo Drum,0.38
3971,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,Furniture,Office Furnishings,Jumbo Drum,0.62
3972,"IBM 80 Minute CD-R Spindle, 50/Pack",20.89,Technology,Computer Peripherals,Small Pack,0.48
3973,Avery 498,2.89,Office Supplies,Labels,Small Box,0.38
3974,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",41.32,Furniture,Office Furnishings,Medium Box,0.76
3975,Southworth 25% Cotton Linen-Finish Paper & Envelopes,9.06,Office Supplies,Paper,Small Box,0.40
3976,Southworth 25% Cotton Linen-Finish Paper & Envelopes,9.06,Office Supplies,Paper,Small Box,0.40
3977,Lock-Up Easel 'Spel-Binder',28.53,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3978,U.S. Robotics 56K Internet Call Modem,99.99,Technology,Computer Peripherals,Small Box,0.50
3979,"Global Leather & Oak Executive Chair, Burgundy",150.89,Furniture,Chairs & Chairmats,Jumbo Drum,0.77
3980,"Global Leather and Oak Executive Chair, Black",300.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.56
3981,Logitech Cordless Access Keyboard,29.99,Technology,Computer Peripherals,Small Box,0.51
3982,Xerox 1922,4.98,Office Supplies,Paper,Small Box,0.36
3983,Polycom ViaVideo™ Desktop Video Communications Unit,574.74,Technology,Office Machines,Large Box,0.37
3984,Honeywell Enviracaire® Portable HEPA Air Cleaner for up to 10 x 16 Room,123.38,Office Supplies,Appliances,Large Box,0.46
3985,Self-Adhesive Ring Binder Labels,3.52,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3986,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",7.28,Office Supplies,Paper,Wrap Bag,0.39
3987,Avoid Verbal Orders Carbonless Minifold Book,3.38,Office Supplies,Paper,Wrap Bag,0.39
3988,Carina Double Wide Media Storage Towers in Natural & Black,80.98,Office Supplies,Storage & Organization,Large Box,0.81
3989,8290,125.99,Technology,Telephones and Communication,Small Box,0.60
3990,Letter Slitter,2.52,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.82
3991,O'Sullivan 3-Shelf Heavy-Duty Bookcases,58.14,Furniture,Bookcases,Jumbo Box,0.61
3992,Park Ridge™ Embossed Executive Business Envelopes,15.57,Office Supplies,Envelopes,Small Box,0.38
3993,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",2.1,Office Supplies,Pens & Art Supplies,Wrap Bag,0.57
3994,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,4.06,Office Supplies,Appliances,Small Box,0.60
3995,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",9.49,Technology,Office Machines,Medium Box,0.39
3996,Fiskars® Softgrip Scissors,10.98,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.57
3997,TDK 4.7GB DVD+RW,14.48,Technology,Computer Peripherals,Small Pack,0.49
3998,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,417.4,Furniture,Tables,Jumbo Box,0.79
3999,Large Capacity Hanging Post Binders,24.95,Office Supplies,Binders and Binder Accessories,Small Box,0.39
4000,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",6.88,Office Supplies,Paper,Wrap Bag,0.39
4001,"Executive Impressions 13"" Chairman Wall Clock",25.38,Furniture,Office Furnishings,Small Pack,0.50
4002,Xerox 1937,48.04,Office Supplies,Paper,Small Box,0.37
4003,Xerox 20,6.48,Office Supplies,Paper,Small Box,0.37
4004,Global Commerce™ Series High-Back Swivel/Tilt Chairs,284.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.60
4005,Avery 487,3.69,Office Supplies,Labels,Small Box,0.38
4006,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",22.24,Technology,Computer Peripherals,Small Pack,0.43
4007,Newell 343,2.94,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58
4008,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,21.98,Office Supplies,Paper,Wrap Bag,0.39
4009,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",71.37,Furniture,Tables,Large Box,0.68
4010,"Hon Metal Bookcases, Black",70.98,Furniture,Bookcases,Jumbo Box,0.60
4011,Boston 1730 StandUp Electric Pencil Sharpener,21.38,Office Supplies,Pens & Art Supplies,Small Pack,0.59
4012,Bretford CR4500 Series Slim Rectangular Table,348.21,Furniture,Tables,Jumbo Box,0.66
4013,Electrix Halogen Magnifier Lamp,194.3,Furniture,Office Furnishings,Large Box,0.59
4014,Avery 511,3.08,Office Supplies,Labels,Small Box,0.37
4015,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",9.48,Furniture,Office Furnishings,Small Pack,0.40
4016,KI Conference Tables,70.89,Furniture,Tables,Jumbo Box,0.69
4017,Fuji Slim Jewel Case CD-R,2.12,Technology,Computer Peripherals,Small Pack,0.55
4018,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",10.14,Office Supplies,Paper,Wrap Bag,0.36
4019,SAFCO Boltless Steel Shelving,113.64,Office Supplies,Storage & Organization,Large Box,0.40
4020,Bretford CR4500 Series Slim Rectangular Table,348.21,Furniture,Tables,Jumbo Box,0.62
4021,Fellowes PB300 Plastic Comb Binding Machine,387.99,Office Supplies,Binders and Binder Accessories,Small Box,0.38
4022,Novimex Fabric Task Chair,60.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.70
4023,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",10.64,Furniture,Office Furnishings,Small Box,0.57
4024,PC Concepts 116 Key Quantum 3000 Keyboard,32.98,Technology,Computer Peripherals,Small Box,0.75
4025,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",17.48,Technology,Computer Peripherals,Small Pack,0.46
4026,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",36.55,Office Supplies,Pens & Art Supplies,Wrap Bag,0.41
4027,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,Furniture,Office Furnishings,Small Pack,0.47
4028,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,Office Supplies,Appliances,Jumbo Drum,0.58
4029,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,1938.02,Technology,Office Machines,Medium Box,0.38
4030,GBC Standard Therm-A-Bind Covers,24.92,Office Supplies,Binders and Binder Accessories,Small Box,0.39
4031,"Avery Flip-Chart Easel Binder, Black",22.38,Office Supplies,Binders and Binder Accessories,Small Box,0.38
4032,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,Office Supplies,Storage & Organization,Small Box,0.68
4033,Accessory24,55.99,Technology,Telephones and Communication,Small Pack,0.59
4034,Xerox 1979,30.98,Office Supplies,Paper,Small Box,0.40
4035,Storex Dura Pro™ Binders,5.94,Office Supplies,Binders and Binder Accessories,Small Box,0.38
4036,Eldon Radial Chair Mat for Low to Medium Pile Carpets,39.98,Furniture,Office Furnishings,Wrap Bag,0.65
4037,Electrix Halogen Magnifier Lamp,194.3,Furniture,Office Furnishings,Large Box,0.59
4038,Eldon Shelf Savers™ Cubes and Bins,6.98,Office Supplies,Storage & Organization,Small Box,0.83
4039,DPC 650 Piper,115.99,Technology,Telephones and Communication,Small Box,0.58
4040,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,78.69,Furniture,Office Furnishings,Small Box,0.43
4041,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,Technology,Computer Peripherals,Small Pack,0.55
4042,GBC Durable Plastic Covers,19.35,Office Supplies,Binders and Binder Accessories,Small Box,0.39
4043,"Global High-Back Leather Tilter, Burgundy",122.99,Furniture,Chairs & Chairmats,Jumbo Drum,0.74
4044,Avery 501,3.69,Office Supplies,Labels,Small Box,0.38
4045,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",92.23,Furniture,Office Furnishings,Medium Box,0.67
4046,5165,175.99,Technology,Telephones and Communication,Small Box,0.59
4047,ACCOHIDE® Binder by Acco,4.13,Office Supplies,Binders and Binder Accessories,Small Box,0.38
4048,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,79.52,Furniture,Office Furnishings,Medium Box,0.74
4049,Euro Pro Shark Stick Mini Vacuum,60.98,Office Supplies,Appliances,Large Box,0.59
4050,"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",9.98,Furniture,Office Furnishings,Small Box,0.57
4051,LX 788,155.99,Technology,Telephones and Communication,Small Box,0.58
4052,"Eldon® Expressions™ Wood Desk Accessories, Oak",7.38,Furniture,Office Furnishings,Small Box,0.56
4053,StarTAC 7760,65.99,Technology,Telephones and Communication,Small Box,0.59
4054,Hon Every-Day® Chair Series Swivel Task Chairs,120.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.64
4055,Artistic Insta-Plaque,15.68,Furniture,Office Furnishings,Small Pack,0.46
4056,"GBC White Gloss Covers, Plain Front",14.48,Office Supplies,Binders and Binder Accessories,Small Box,0.38
4057,Belkin MediaBoard 104- Keyboard,27.48,Technology,Computer Peripherals,Small Box,0.75
4058,Computer Printout Paper with Letter-Trim Perforations,18.97,Office Supplies,Paper,Small Box,0.37
4059,US Robotics 56K V.92 External Faxmodem,99.99,Technology,Computer Peripherals,Small Box,0.52
4060,1726 Digital Answering Machine,20.99,Technology,Telephones and Communication,Medium Box,0.58
4061,"#10 White Business Envelopes,4 1/8 x 9 1/2",15.67,Office Supplies,Envelopes,Small Box,0.38
4062,OIC Thumb-Tacks,1.14,Office Supplies,Rubber Bands,Wrap Bag,0.38
4063,12 Colored Short Pencils,2.6,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58
4064,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,90.98,Furniture,Office Furnishings,Medium Box,0.74
4065,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",56.96,Office Supplies,Appliances,Small Box,0.56
4066,Keytronic French Keyboard,73.98,Technology,Computer Peripherals,Small Box,0.79
4067,Okidata ML320 Series Turbo Dot Matrix Printers,399.98,Technology,Office Machines,Jumbo Box,0.56
4068,Avery White Multi-Purpose Labels,4.98,Office Supplies,Labels,Small Box,0.39
4069,Avery 487,3.69,Office Supplies,Labels,Small Box,0.38
4070,Serrated Blade or Curved Handle Hand Letter Openers,3.14,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.84
4071,"Staples 10"" Round Wall Clock",9.74,Furniture,Office Furnishings,Small Box,0.41
4072,"Master Giant Foot® Doorstop, Safety Yellow",7.59,Furniture,Office Furnishings,Wrap Bag,0.42
4073,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",47.98,Technology,Computer Peripherals,Small Pack,0.71
4074,"GBC Laser Imprintable Binding System Covers, Desert Sand",14.27,Office Supplies,Binders and Binder Accessories,Small Box,0.38
4075,Polycom ViewStation™ ISDN Videoconferencing Unit,6783.02,Technology,Office Machines,Large Box,0.39
4076,"Avery Hi-Liter® EverBold™ Pen Style Fluorescent Highlighters, 4/Pack",8.14,Office Supplies,Pens & Art Supplies,Wrap Bag,0.45
4077,Avery Round Ring Poly Binders,2.84,Office Supplies,Binders and Binder Accessories,Small Box,0.36
4078,GBC Imprintable Covers,10.98,Office Supplies,Binders and Binder Accessories,Small Box,0.36
4079,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,Furniture,Office Furnishings,Small Box,0.55
4080,Recycled Steel Personal File for Standard File Folders,55.29,Office Supplies,Storage & Organization,Small Box,0.59
4081,Newell 343,2.94,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58
4082,"Peel & Seel® Recycled Catalog Envelopes, Brown",11.58,Office Supplies,Envelopes,Small Box,0.35
4083,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,Office Supplies,Binders and Binder Accessories,Small Box,0.38
4084,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",17.07,Office Supplies,Envelopes,Small Box,0.38
