Sales,State or Province,City
286.73,California,Los Gatos
2011.23,California,Los Gatos
181.47,Oregon,Coos Bay
3219.44,Missouri,Creve Coeur
305.06,Vermont,Burlington
3286.88,Pennsylvania,Pittsburgh
6158.41,Illinois,Glendale Heights
891.61,Illinois,Glendale Heights
165.04,Illinois,Glendale Heights
10.82,Washington,Vancouver
348.69,Minnesota,Duluth
789.78,Minnesota,Eagan
49.58,Texas,Lancaster
2381.01,Virginia,Burke
85.72,Maine,West Scarborough
6.75,North Carolina,Wake Forest
199.18,North Carolina,Wake Forest
394.51,Illinois,Bloomington
49.09,Maine,Augusta
1181.49,Vermont,Burlington
24.39,Illinois,Frankfort
35.59,Illinois,Frankfort
299.74,Washington,Puyallup
1824.33,Michigan,Bay City
202.58,Pennsylvania,Philadelphia
550.37,Arizona,Kingman
619.14,California,Lake Forest
148.47,Illinois,Lake In The Hills
428.8,Illinois,Lake In The Hills
1121.23,Illinois,Lake In The Hills
56.24,Florida,Carol City
95.72,Texas,Friendswood
544.79,Texas,Friendswood
120.62,Louisiana,Metairie
108,Pennsylvania,Scranton
386.92,Pennsylvania,State College
24.91,Texas,Midland
47.19,Texas,Midland
410.35,California,Roseville
333.6,Texas,Rosenberg
670.73,Texas,Rosenberg
1380.05,Minnesota,Minnetonka
929.41,Florida,Palm Beach Gardens
100.1,Florida,Palm Beach Gardens
92.35,North Carolina,Hickory
1223.77,Illinois,Palatine
587.87,Illinois,Palatine
262.76,Tennessee,Knoxville
1053.61,Tennessee,Knoxville
17.4,California,Chico
1057.32,California,Chico
81.2,Maryland,Laurel
64.41,Maryland,Laurel
143.99,Illinois,Granite City
52.21,California,Bakersfield
170.32,California,Bakersfield
554.18,Kentucky,Louisville
34.47,North Carolina,Cornelius
37.02,North Carolina,Cornelius
712.88,New Hampshire,Rochester
189.79,Arkansas,Conway
834.63,Massachusetts,Walpole
47.98,Illinois,Melrose Park
244.77,Illinois,Melrose Park
47.55,Tennessee,Memphis
16.03,Maine,Augusta
18.68,California,Pasadena
36.3,California,Pasadena
1158.91,Alabama,Oxford
864.7,Alabama,Oxford
43.35,Florida,Pensacola
159.92,Wisconsin,Wausau
3241.71,Arkansas,Russellville
68.89,Arkansas,Russellville
172.76,Kentucky,Paducah
64.96,Illinois,Naperville
19.14,Illinois,Naperville
15,New Mexico,Albuquerque
115.94,Montana,Butte
212.01,Ohio,Mansfield
12.43,Ohio,Marion
52.42,Florida,Titusville
744.98,Utah,Bountiful
1923.81,Massachusetts,Boston
62.48,Connecticut,Newington
111.93,New York,Glen Cove
772.56,Tennessee,Knoxville
1249.94,Michigan,Roseville
2077.9,Michigan,Roseville
141.59,Wisconsin,Racine
2289.39,Wisconsin,Racine
7702.62,Wisconsin,Racine
203.05,Wisconsin,Sheboygan
166.53,Michigan,Pontiac
6791.82,Michigan,Pontiac
278.06,Kentucky,Covington
108.99,Texas,Laredo
69.48,New Mexico,Carlsbad
2839.28,New Mexico,Carlsbad
104.69,Maryland,Laurel
93.82,Florida,New Smyrna Beach
367.27,Michigan,Pontiac
123.65,Michigan,Port Huron
579.55,Arizona,Gilbert
641.11,Iowa,Clinton
15.3,Iowa,Clinton
161.82,Virginia,Waynesboro
46.83,Virginia,Waynesboro
86.04,Wisconsin,Wauwatosa
8167.83,Wisconsin,Wauwatosa
247.42,Maryland,Reisterstown
1565.1,Maryland,Reisterstown
420.29,Ohio,Fairfield
28.16,Ohio,Fairfield
4681.37,Washington,Lynnwood
169.45,Oklahoma,Norman
174.01,Oklahoma,Norman
75.81,Texas,Euless
2630,Texas,Euless
131.69,New York,Shirley
234.15,New York,East Massapequa
739.9,Missouri,Raytown
962.5,Maryland,Camp Springs
94.66,Florida,Casselberry
26.01,Alabama,Phenix City
160.67,California,Montebello
342.71,North Carolina,High Point
6676.61,Virginia,Mechanicsville
9.91,Maryland,Baltimore
45.24,California,Rancho Cucamonga
2116.92,California,Redding
63.31,Texas,Highland Village
1319.71,Texas,Haltom City
164.31,Texas,Haltom City
19.25,Washington,Walla Walla
29.6,Washington,Walla Walla
1709.45,Washington,Walla Walla
1815.79,Idaho,Moscow
1547.2,Idaho,Moscow
39.81,Oregon,Redmond
20.36,Illinois,Peoria
50.36,Illinois,Peoria
73.96,Texas,Cloverleaf
201.82,Missouri,Creve Coeur
58.95,Indiana,Gary
3672.89,Indiana,Gary
11.74,Indiana,Granger
179.68,Washington,Renton
609.6,Illinois,Pekin
13.38,Illinois,Pekin
876.88,Texas,Sulphur Springs
174.85,Missouri,University City
169.13,California,Oxnard
51.02,California,Oxnard
1226.64,New Hampshire,Laconia
13.53,Rhode Island,Tiverton
165.71,Oklahoma,Norman
9.58,Ohio,Berea
25.27,Ohio,Berea
75.18,Ohio,Berea
1005.62,Idaho,Eagle
427.71,New York,Woodmere
10392.84,Indiana,Gary
74.77,Nevada,Reno
127.81,Nevada,Reno
384.21,Kentucky,Louisville
2786.27,Kentucky,Louisville
1996.16,Washington,Tacoma
60.81,Vermont,Colchester
406.12,Massachusetts,Pepperell
65.47,Rhode Island,Woonsocket
248.84,Iowa,Dubuque
60.03,Massachusetts,Holden
1978.22,Maine,Saco
142.35,Utah,Lehi
2443.57,Utah,Lehi
3597.63,Utah,Lehi
1355.05,Maryland,Pikesville
152.05,Texas,Killeen
2.87,Missouri,Creve Coeur
20.97,Ohio,North Olmsted
2149.08,Georgia,Atlanta
834.22,Georgia,Kennesaw
1038.84,Colorado,Fort Collins
16.64,Colorado,Fountain
20.51,Ohio,Middletown
34.39,Ohio,Middletown
42.68,Florida,Delray Beach
52.03,Maryland,Silver Spring
357.92,Maryland,Silver Spring
79.77,South Dakota,Aberdeen
130.69,South Dakota,Aberdeen
1029.96,Michigan,Adrian
476.67,Ohio,Bowling Green
161.87,Washington,Puyallup
995.95,Washington,Puyallup
14.77,Michigan,Sault Sainte Marie
1861.78,Michigan,Sault Sainte Marie
438.33,Michigan,Sault Sainte Marie
38.11,Michigan,Sault Sainte Marie
701.8,New York,Niagara Falls
2614.1,New York,Niagara Falls
3674.97,New York,Niagara Falls
63.35,New Jersey,Phillipsburg
81.06,New Jersey,Scotch Plains
46.54,Colorado,Denver
391.86,Texas,Austin
566.79,Florida,Plant City
8127.55,Florida,Plant City
5835.41,North Carolina,Goldsboro
412.89,Indiana,West Lafayette
807,Minnesota,Brooklyn Park
464.94,Arkansas,Jonesboro
157.33,Wisconsin,Wauwatosa
31.44,New York,Auburn
1307.4,Illinois,Decatur
2748.21,Utah,Holladay
93.19,Utah,Holladay
206.78,Utah,Holladay
189.77,Texas,Mcallen
48.04,Texas,Mcallen
92.76,North Carolina,Jacksonville
49.23,North Carolina,Kannapolis
67.04,Illinois,Galesburg
73.33,North Carolina,Kannapolis
93.86,North Carolina,Kannapolis
1597.18,Texas,Missouri City
190.81,Indiana,West Lafayette
282.38,Tennessee,Clarksville
78.54,Indiana,Crown Point
605.1,Indiana,Crown Point
7.63,Indiana,Crown Point
1346.32,Indiana,East Chicago
59.96,West Virginia,Beckley
1075.54,West Virginia,Beckley
492.26,Kansas,Newton
15.3,Michigan,Sault Sainte Marie
38.51,New Jersey,Cliffside Park
427.48,California,Mission Viejo
16.03,California,Mission Viejo
161.3,New York,Roosevelt
16.71,Virginia,Mechanicsville
58.52,Virginia,Mechanicsville
22.22,Idaho,Coeur D Alene
71.55,Idaho,Coeur D Alene
7318.68,California,San Francisco
5.58,Maine,Bangor
679.63,New Jersey,Bloomfield
258.8,Florida,Sarasota
20.7,Florida,Sarasota
119.86,Washington,Lynnwood
122.4,North Carolina,Fort Bragg
58.16,North Carolina,Fort Bragg
767.92,Missouri,Springfield
396.19,Connecticut,New Milford
63.66,New Jersey,Bayonne
5342.75,Maryland,Middle River
276.84,Maryland,Middle River
275.34,New York,North Babylon
60.48,New York,North Babylon
5.29,Arkansas,Paragould
1772.96,Maryland,Odenton
477.2,Vermont,South Burlington
77.39,Missouri,Oakville
1292.46,California,Coachella
674.55,California,Coachella
3226.14,Minnesota,Lakeville
5161.2,Illinois,Granite City
5069.86,California,Ontario
150.65,California,Ontario
2163.9,New York,Yonkers
157.72,New Jersey,East Brunswick
18.9,Illinois,Frankfort
100.62,North Carolina,Charlotte
1754.29,North Carolina,Charlotte
675.27,Illinois,Calumet City
87.21,Idaho,Boise
40.15,Idaho,Boise
347.23,New York,Cheektowaga
478.23,New York,Cheektowaga
31.86,Florida,Apopka
115.89,Florida,Apopka
3670.98,Texas,Laredo
805.99,Mississippi,Columbus
184.24,Mississippi,Columbus
163.63,California,Costa Mesa
614.7,California,Costa Mesa
54.62,California,Costa Mesa
2767.95,Missouri,Springfield
20.17,New Jersey,Passaic
431.7,Maine,Westbrook
381.56,Arkansas,Paragould
39.87,Nebraska,La Vista
2615.64,Washington,Yakima
114.38,Michigan,Sterling Heights
13.38,Florida,Lehigh Acres
3246.7,Michigan,Holland
63.91,California,Sacramento
17.31,California,Sacramento
23.56,California,Sacramento
185.36,California,Sacramento
473.53,Pennsylvania,Bethlehem
1786.04,South Carolina,Greer
35.14,Illinois,Bloomington
103.31,Illinois,Bloomington
226.89,Missouri,Creve Coeur
8.27,Virginia,Winchester
16.64,Illinois,Streamwood
63.9,Illinois,Streamwood
888.48,California,San Francisco
1858.23,California,San Francisco
1491.25,California,San Francisco
168.06,Kentucky,Richmond
144.26,Texas,Laredo
47.96,Maryland,Edgewood
396.34,Idaho,Boise
122.09,Idaho,Boise
87.68,Florida,Miramar
55.21,Oklahoma,Ponca City
1126.05,Oklahoma,Ponca City
133.53,Ohio,Upper Arlington
245.34,Ohio,Upper Arlington
20.94,Florida,Fort Myers
72.58,Florida,Fort Myers
81.85,Maryland,Pikesville
190.8,Ohio,Huber Heights
251.49,Oregon,Coos Bay
134.19,Oregon,Coos Bay
55.08,Florida,Winter Garden
132.94,Minnesota,Red Wing
1500.82,Minnesota,Red Wing
1628.35,Minnesota,Red Wing
7.15,Florida,Oakland Park
1060.53,Ohio,Upper Arlington
84.72,Kansas,Leavenworth
29.81,California,Fairfield
40.07,Arkansas,Jonesboro
106.96,New York,Port Chester
190.91,Kansas,Lenexa
122.1,Oregon,Redmond
191.1,Pennsylvania,Altoona
28.05,Pennsylvania,Altoona
175.73,Florida,Lehigh Acres
4983.05,Kansas,Liberal
1341.62,New York,Port Chester
53.96,Florida,Fort Pierce
4.33,Florida,Fort Pierce
28.87,California,West Hollywood
80.58,Massachusetts,Agawam
498.31,New Jersey,Fort Lee
57.14,Massachusetts,Winchester
72.26,Nevada,Pahrump
1066.54,Mississippi,Columbus
28.13,California,Lake Forest
60.59,Illinois,Wheeling
192.53,Illinois,Wheeling
15.88,Illinois,Wheeling
3766.84,Colorado,Fountain
4258.78,North Carolina,Goldsboro
57.91,North Carolina,Goldsboro
69.44,North Carolina,Greensboro
151.34,Michigan,Bay City
171.66,Illinois,East Saint Louis
237.12,New Jersey,Nutley
4691.9,Indiana,Hammond
65.66,New York,North Babylon
134.96,Washington,Olympia
343.3,Washington,Olympia
94.44,Mississippi,Meridian
25.77,Florida,North Miami Beach
1132.84,Massachusetts,Bellingham
143.63,Massachusetts,Beverly
73.04,Massachusetts,Hanson
33.35,New Jersey,Hawthorne
60.24,New Jersey,Trenton
13.42,Utah,Clearfield
85.77,Arizona,Gilbert
36.16,Florida,Lake Worth
45.66,Maryland,Aspen Hill
157.81,Illinois,Downers Grove
19.44,Illinois,Downers Grove
4636.63,Illinois,Downers Grove
7669.71,Missouri,Raytown
316.62,Missouri,Raytown
135.49,Missouri,Raytown
98.27,Missouri,Raytown
116.11,Minnesota,Minneapolis
44.15,Minnesota,Minneapolis
50.24,Illinois,Romeoville
17.16,Illinois,Romeoville
84.94,Illinois,Saint Charles
168.82,Illinois,Saint Charles
461.32,New York,Roosevelt
3935.87,Illinois,Pekin
519.3,California,Fresno
3084.04,California,La Quinta
570.2,Oregon,Springfield
33.72,New York,Smithtown
137,Massachusetts,Bourne
96.14,Massachusetts,Dedham
111.86,Maine,Bangor
765.89,Vermont,Colchester
732.4,California,El Dorado Hills
43.94,Pennsylvania,Pittsburgh
25.85,South Dakota,Sioux Falls
108.85,South Dakota,Sioux Falls
36.58,New York,Woodmere
212.65,New York,Woodmere
26.68,Indiana,East Chicago
1201.35,Texas,Texarkana
19.28,Texas,Texas City
371.24,Texas,Texas City
341.59,Colorado,Loveland
549.25,Oklahoma,Moore
893.53,Pennsylvania,Harrisburg
145.75,North Carolina,Charlotte
73.32,Washington,Olympia
70.47,New York,Port Chester
2048.57,Arizona,Scottsdale
18.53,Illinois,Addison
79.74,Illinois,Addison
392.45,Illinois,Addison
251.37,Utah,Ogden
13.5,Arkansas,Springdale
173.59,New York,Holbrook
323.33,Oklahoma,Shawnee
466.98,Oklahoma,Shawnee
36.4,Texas,Rosenberg
11.88,Illinois,Palatine
103.78,Iowa,Waterloo
26.71,California,Brentwood
81.77,California,Brentwood
361.18,California,Brentwood
90.33,Texas,Laredo
62.85,Texas,Laredo
49.56,Utah,American Fork
89.73,Illinois,Northbrook
839.12,Illinois,Northbrook
143.42,Illinois,Oak Forest
36.58,Indiana,Kokomo
2013.67,Colorado,Fort Collins
280.18,California,Tracy
37.89,New Jersey,Dover
61.29,Idaho,Moscow
109.15,Idaho,Moscow
1303.92,New York,Auburn
403.91,Oregon,Corvallis
2315.01,Ohio,Mount Vernon
131.26,Oregon,Coos Bay
48.12,Florida,Titusville
523.4,Florida,Titusville
1111.47,Georgia,Sandy Springs
17.64,Georgia,Savannah
73.75,California,Inglewood
434.6,Florida,Pensacola
61.1,Florida,Winter Park
193.81,Florida,Winter Springs
12.13,Kansas,Topeka
45.61,Kansas,Topeka
202.38,Michigan,Canton
273.25,Indiana,Marion
765.45,Maryland,Baltimore
43.84,Florida,Spring Hill
141.74,Florida,Spring Hill
11.78,Florida,Port Charlotte
20.96,Florida,Port Charlotte
277.84,Mississippi,Meridian
689.15,Ohio,Findlay
274.01,Ohio,Findlay
468.18,Ohio,Findlay
632.23,Colorado,Pueblo
255.42,Ohio,Huber Heights
173.2,Ohio,Huber Heights
1434.51,Oregon,Troutdale
928.92,Missouri,Webster Groves
162.88,New Jersey,Paterson
147.17,Virginia,Arlington
424.67,California,Los Gatos
51.57,Minnesota,Prior Lake
226.62,Minnesota,Prior Lake
8.82,Illinois,Oswego
5976.09,Illinois,Oswego
516.19,New York,East Meadow
2292.34,Texas,Rosenberg
234.72,Arizona,Phoenix
12.39,South Carolina,Columbia
1916.19,South Carolina,Florence
232.66,Alabama,Huntsville
3640.52,New Jersey,Elizabeth
9984.85,Louisiana,Kenner
492.9,New Jersey,Millville
56.44,Pennsylvania,Allentown
1879.03,Pennsylvania,Allentown
56.73,Pennsylvania,Allentown
15.13,New Jersey,Pennsauken
426.6,Minnesota,Roseville
3047.57,Georgia,Smyrna
1888.14,Georgia,Smyrna
769.6,Georgia,Smyrna
673.36,New Jersey,Jersey City
47.91,New York,Deer Park
33.45,Kansas,Topeka
233.76,Alabama,Phenix City
81.45,Georgia,Smyrna
3781.12,Pennsylvania,Harrisburg
129.71,Minnesota,Minnetonka
22.85,Texas,Round Rock
115.37,Minnesota,Apple Valley
449,Minnesota,Apple Valley
998.66,Iowa,Marshalltown
2210.29,Iowa,Sioux City
344.52,Minnesota,Eden Prairie
3.92,North Carolina,Kannapolis
45.51,North Carolina,Kannapolis
397.64,North Carolina,Kannapolis
29.04,Michigan,Midland
319.3,Minnesota,Brooklyn Park
148.65,Indiana,La Porte
50.64,New York,Yonkers
29.52,New York,West Seneca
759.88,Pennsylvania,Baldwin
93.28,Georgia,Kennesaw
8.12,New York,Port Chester
929.57,Texas,Watauga
104.4,Texas,Watauga
281.88,Oregon,Springfield
4077.22,New Mexico,Albuquerque
150.8,New Mexico,Albuquerque
47.29,Indiana,Anderson
284.65,New Mexico,Roswell
60.33,California,Calexico
373.2,California,Calexico
281.08,California,Camarillo
77.23,Iowa,Des Moines
50.72,Wisconsin,Stevens Point
643.71,Wisconsin,Sun Prairie
121.66,Mississippi,Clinton
110.93,New York,Freeport
572.41,Wisconsin,Fitchburg
38.95,Kentucky,Nicholasville
308.04,Kentucky,Nicholasville
141.25,Florida,Belle Glade
43.39,Utah,Provo
1102.73,Utah,Provo
1540.42,Utah,Provo
57.36,Illinois,Buffalo Grove
39.15,Pennsylvania,Greensburg
38.54,Texas,Austin
902.45,Texas,Baytown
36.31,Nebraska,Kearney
107.82,Nebraska,Kearney
6402.63,Texas,Houston
703.01,Texas,Houston
343.57,Idaho,Post Falls
29.88,Georgia,Atlanta
65.87,Arkansas,Fort Smith
354.65,Arkansas,Fort Smith
73.04,New Mexico,Albuquerque
3460.11,Colorado,Durango
205.18,Colorado,Durango
97.5,Colorado,Durango
917.54,Indiana,Schererville
63.07,Nebraska,Hastings
1564.92,Idaho,Moscow
333.74,Idaho,Moscow
40.06,Arizona,Chandler
82.23,New Hampshire,Merrimack
415.71,Mississippi,Clinton
93.68,Colorado,Northglenn
1901.37,Colorado,Northglenn
94.34,Florida,Hollywood
504.88,Florida,Hollywood
24.53,Florida,Hollywood
61.28,Illinois,Bloomington
1712.5,Illinois,Bloomington
342.13,Maine,Portland
116.54,New Jersey,Atlantic City
2232.66,Georgia,Douglasville
8.64,Indiana,Elkhart
371.73,Indiana,Elkhart
27.47,Indiana,Elkhart
62.81,New York,Commack
486.73,New York,Commack
10.27,New Hampshire,Dover
186.73,California,Mission Viejo
76.23,California,Mission Viejo
31.54,Kansas,Liberal
4634.69,Kansas,Liberal
7304.03,Kansas,Liberal
632.65,Kansas,Liberal
51.93,Washington,Bremerton
15.75,Alabama,Bessemer
54.53,Mississippi,Pearl
24.08,South Carolina,Florence
18.5,South Carolina,Florence
21.2,Washington,Auburn
458.96,Ohio,Hudson
33.36,Ohio,Hudson
427.19,Ohio,Hudson
41.36,Arizona,Phoenix
1533.59,Virginia,Alexandria
17.73,Florida,Dunedin
41.29,Florida,Dunedin
19.13,Washington,Parkland
597.63,Washington,Parkland
113.98,New Hampshire,Nashua
480.86,New Jersey,Hackensack
1144.45,Minnesota,Cottage Grove
2425.52,Texas,Baytown
3154.59,Texas,Mansfield
19.1,Texas,Mcallen
5.22,Texas,Mcallen
17.44,Indiana,Anderson
60.13,Nebraska,Hastings
179.64,California,Lawndale
647.92,Ohio,Steubenville
211.98,Florida,North Port
19.23,Michigan,Clinton
83.53,Michigan,Clinton
1072.17,Oregon,Woodburn
455.49,Utah,Provo
143.7,Washington,Richland
529.78,Florida,Coconut Creek
2059.18,Ohio,Strongsville
73.06,Ohio,Strongsville
719.23,Wisconsin,Muskego
646.88,Washington,Lynnwood
26.37,Florida,Casselberry
53.44,Florida,Casselberry
62.5,Connecticut,North Haven
9.52,California,Whittier
3213.59,Florida,Dunedin
614.18,Florida,Dunedin
196.74,Nevada,Pahrump
3.46,Nevada,Pahrump
680.71,Kansas,Topeka
29.97,Kansas,Topeka
224.08,Kansas,Topeka
1867.04,Florida,Kendall
37.22,Florida,Kendall
88.51,California,San Francisco
62.5,Arizona,Gilbert
1283.02,Arizona,Gilbert
90.16,New York,Jamestown
2043.69,New York,Levittown
17.93,Louisiana,New Orleans
1523.59,New Jersey,South Orange
94.34,Illinois,Champaign
146.32,Colorado,Wheat Ridge
47.56,Texas,Cedar Park
220.66,West Virginia,Morgantown
71.85,Texas,Seguin
9.35,New Jersey,South Orange
114.09,Nebraska,Norfolk
270.52,Nebraska,Norfolk
755.57,Mississippi,Southaven
135.84,Mississippi,Tupelo
568.38,Mississippi,Tupelo
76.16,Washington,Des Moines
1038.14,Washington,Des Moines
1475.58,California,Lemon Grove
562.88,California,Lemon Grove
49.42,Virginia,Arlington
33.62,California,Foster City
300.1,Illinois,Glendale Heights
156.11,Illinois,Glenview
93.34,Florida,Palm Bay
472.62,Florida,Palm Bay
29.65,Connecticut,Seymour
38.74,California,Coachella
9.68,New York,Brooklyn
47.63,Oregon,Mcminnville
138.92,New York,Port Chester
2170.05,California,Redding
1599.96,Iowa,Newton
209.12,Arizona,Gilbert
1287.17,Arizona,Gilbert
46.17,Arizona,Gilbert
40.07,Minnesota,Fridley
432.27,Minnesota,Fridley
297.37,Utah,Lehi
166.62,Florida,Casselberry
16.75,Alabama,Huntsville
326.41,Alabama,Huntsville
205.98,Ohio,Massillon
132.08,Louisiana,Terrytown
45.34,Louisiana,Terrytown
170.8,California,Vallejo
201.53,Pennsylvania,Erie
64.28,Pennsylvania,Upper Saint Clair
689.14,Illinois,Decatur
393.63,Illinois,Belleville
2033.98,California,Santa Barbara
9.73,Maryland,Rockville
419.59,Missouri,Kansas City
16.72,California,Santa Rosa
31.02,Connecticut,Waterbury
588.48,Tennessee,Cleveland
732.65,Wisconsin,Menomonee Falls
1944.76,Wisconsin,Menomonee Falls
24.44,Connecticut,Bristol
228.83,Washington,Auburn
49.92,Washington,Anacortes
41.64,Washington,Anacortes
1446.67,Washington,Anacortes
26.16,Washington,Spokane
198.64,Washington,Spokane
587.46,Indiana,Bloomington
79.37,Indiana,Bloomington
305.58,Connecticut,Darien
139.05,Florida,Winter Springs
34.36,Florida,Land O Lakes
1756.68,Florida,Coral Springs
27.3,New York,Troy
64.75,New York,Troy
62.98,New York,Troy
42.29,New York,Utica
2437.28,California,Santa Rosa
60.67,California,Santa Rosa
4633.1,Washington,Vancouver
309.05,New York,Deer Park
299.3,New York,Deer Park
68.66,Minnesota,Red Wing
520.08,Utah,Ogden
219.75,Maine,Gorham
250.91,Ohio,Sandusky
111.92,Ohio,Sandusky
56.71,Ohio,Newark
18.33,Texas,San Angelo
503.96,Texas,San Antonio
45.38,Missouri,Maryland Heights
431.54,Virginia,Montclair
54.83,Virginia,Montclair
152.11,Texas,Leander
35.97,Texas,Leander
17.39,Massachusetts,Canton
459.55,Utah,Tooele
541.27,Michigan,Sterling Heights
15.91,Washington,Walla Walla
4966.22,Washington,Wenatchee
891.69,Washington,Wenatchee
638.69,Texas,Seguin
2776.98,Florida,Homestead
23.83,Florida,Homestead
294.46,Indiana,Hobart
243.79,Ohio,Lancaster
42.24,Ohio,Lancaster
22.5,Montana,Bozeman
412.9,New Mexico,Las Cruces
2093.36,New Mexico,Rio Rancho
17.15,Massachusetts,Wellesley
346.99,Arizona,Kingman
56.68,Texas,Paris
273.34,Texas,Paris
766.11,Illinois,Saint Charles
438.06,Illinois,Highland Park
68.56,California,Santa Rosa
20.79,California,Santa Rosa
67.91,California,Santa Rosa
443.08,Utah,Midvale
37.7,Missouri,Saint Peters
1523.01,Georgia,Savannah
164.98,Georgia,Savannah
11015.82,Indiana,Richmond
745.91,Texas,Deer Park
56.23,Utah,Midvale
29.61,Utah,Midvale
364.26,Ohio,Reynoldsburg
226.58,Nebraska,Norfolk
101.71,Nebraska,Norfolk
154.71,Illinois,Buffalo Grove
304.41,Georgia,La Grange
1254.9,Georgia,La Grange
1122.85,Tennessee,Greeneville
393.66,Connecticut,Seymour
299.97,California,South Lake Tahoe
10.71,California,South Lake Tahoe
29.77,New York,Ossining
147.19,New York,Ossining
65.26,Texas,Cleburne
151.95,Texas,Cleburne
17.42,New York,East Massapequa
8.57,Wyoming,Casper
4502.64,Wyoming,Casper
101.44,Washington,Yakima
939.02,Idaho,Moscow
29.22,Massachusetts,Somerset
60.83,Michigan,Lansing
9.51,Michigan,Lansing
51.55,Michigan,Lansing
113.06,Michigan,Port Huron
717.97,Michigan,Port Huron
60.54,Oklahoma,Mustang
198.28,California,San Ramon
22.76,California,San Ramon
66.36,Ohio,Westlake
1055.51,Michigan,Midland
5572.18,Georgia,La Grange
2941.42,Georgia,La Grange
522.46,Georgia,La Grange
4122.78,California,San Francisco
